year,state,quarter,suppression,totalRX
2017,PA,4,F,11980
2017,PA,4,T,0
2017,RI,1,F,1251
2017,RI,1,T,0
2017,RI,2,F,1321
2017,RI,2,T,0
2017,RI,3,F,1397
2017,RI,3,T,0
2017,RI,4,F,1385
2017,RI,4,T,0
2017,SC,1,F,1952
2017,SC,1,T,0
2017,SC,2,F,2017
2017,SC,2,T,0
2017,SC,3,F,2171
2017,SC,3,T,0
2017,SC,4,F,2144
2017,SC,4,T,0
2017,SD,1,F,126
2017,SD,1,T,0
2017,SD,2,F,179
2017,SD,2,T,0
2017,SD,3,F,93
2017,SD,3,T,0
2017,SD,4,F,108
2017,SD,4,T,0
2017,TN,1,F,4284
2017,TN,1,T,0
2017,TN,2,F,4237
2017,TN,2,T,0
2017,TN,3,F,4263
2017,TN,3,T,0
2017,TN,4,F,4375
2017,TN,4,T,0
2017,TX,1,F,7946
2017,TX,1,T,0
2017,TX,2,F,8283
2017,TX,2,T,0
2017,TX,3,F,8434
2017,TX,3,T,0
2017,TX,4,F,8521
2017,TX,4,T,0
2017,UT,1,F,599
2017,UT,1,T,0
2017,UT,2,F,616
2017,UT,2,T,0
2017,UT,3,F,633
2017,UT,3,T,0
2017,UT,4,F,662
2017,UT,4,T,0
2017,VA,1,F,3726
2017,VA,1,T,0
2017,VA,2,F,3806
2017,VA,2,T,0
2017,VA,3,F,4096
2017,VA,3,T,0
2017,VA,4,F,4155
2017,VA,4,T,0
2017,VT,1,F,380
2017,VT,1,T,0
2017,VT,2,F,333
2017,VT,2,T,0
2017,VT,3,F,299
2017,VT,3,T,0
2017,VT,4,F,273
2017,VT,4,T,0
2017,WA,1,F,6762
2017,WA,1,T,0
2017,WA,2,F,6591
2017,WA,2,T,0
2017,WA,3,F,8745
2017,WA,3,T,0
2017,WA,4,F,6622
2017,WA,4,T,0
2017,WI,1,F,4775
2017,WI,1,T,0
2017,WI,2,F,4766
2017,WI,2,T,0
2017,WI,3,F,4709
2017,WI,3,T,0
2017,WI,4,F,4611
2017,WI,4,T,0
2017,WV,1,F,4743
2017,WV,1,T,0
2017,WV,2,F,4713
2017,WV,2,T,0
2017,WV,3,F,3127
2017,WV,3,T,0
2017,WV,4,F,4798
2017,WV,4,T,0
2017,WY,1,F,78
2017,WY,1,T,0
2017,WY,2,F,75
2017,WY,2,T,0
2017,WY,3,F,35
2017,WY,3,T,0
2017,WY,4,F,53
2017,WY,4,T,0
2018,AK,1,F,663
2018,AK,1,T,0
2018,AK,2,F,469
2018,AK,2,T,0
2018,AK,3,F,917
2018,AK,3,T,0
2018,AK,4,F,648
2018,AK,4,T,0
2018,AL,1,F,2902
2018,AL,1,T,0
2018,AL,2,F,2850
2018,AL,2,T,0
2018,AL,3,F,2836
2018,AL,3,T,0
2018,AL,4,F,2878
2018,AL,4,T,0
2018,AR,1,F,1454
2018,AR,1,T,0
2018,AR,2,F,1439
2018,AR,2,T,0
2018,AR,3,F,1572
2018,AR,3,T,0
2018,AR,4,F,1670
2018,AR,4,T,0
2018,AZ,1,F,6912
2018,AZ,1,T,0
2018,AZ,2,F,6870
2018,AZ,2,T,0
2018,AZ,3,F,6836
2018,AZ,3,T,0
2018,AZ,4,F,6603
2018,AZ,4,T,0
2018,CA,1,F,51611
2018,CA,1,T,0
2018,CA,2,F,52038
2018,CA,2,T,0
2018,CA,3,F,52460
2018,CA,3,T,0
2018,CA,4,F,52381
2018,CA,4,T,0
2018,CO,1,F,3388
2018,CO,1,T,0
2018,CO,2,F,3604
2018,CO,2,T,0
2018,CO,3,F,3387
2018,CO,3,T,0
2018,CO,4,F,3509
2018,CO,4,T,0
2018,CT,1,F,3139
2018,CT,1,T,0
2018,CT,2,F,2994
2018,CT,2,T,0
2018,CT,3,F,2977
2018,CT,3,T,0
2018,CT,4,F,2930
2018,CT,4,T,0
2018,DC,1,F,917
2018,DC,1,T,0
2018,DC,2,F,925
2018,DC,2,T,0
2018,DC,3,F,808
2018,DC,3,T,0
2018,DC,4,F,933
2018,DC,4,T,0
2018,DE,1,F,591
2018,DE,1,T,0
2018,DE,2,F,687
2018,DE,2,T,0
2018,DE,3,F,655
2018,DE,3,T,0
2018,DE,4,F,628
2018,DE,4,T,0
2018,FL,1,F,9958
2018,FL,1,T,0
2018,FL,2,F,9736
2018,FL,2,T,0
2018,FL,3,F,9644
2018,FL,3,T,0
2018,FL,4,F,9422
2018,FL,4,T,0
2018,GA,1,F,6098
2018,GA,1,T,0
2018,GA,2,F,6263
2018,GA,2,T,0
2018,GA,3,F,6013
2018,GA,3,T,0
2018,GA,4,F,6088
2018,GA,4,T,0
2018,HI,1,F,4822
2018,HI,1,T,0
2018,HI,2,F,5015
2018,HI,2,T,0
2018,HI,3,F,4670
2018,HI,3,T,0
2018,HI,4,F,4100
2018,HI,4,T,0
2018,IA,1,F,1048
2018,IA,1,T,0
2018,IA,2,F,1156
2018,IA,2,T,0
2018,IA,3,F,1163
2018,IA,3,T,0
2018,IA,4,F,1218
2018,IA,4,T,0
2018,ID,1,F,694
2018,ID,1,T,0
2018,ID,2,F,710
2018,ID,2,T,0
2018,ID,3,F,708
2018,ID,3,T,0
2018,ID,4,F,777
2018,ID,4,T,0
2018,IL,1,F,13953
2018,IL,1,T,0
2018,IL,2,F,13944
2018,IL,2,T,0
2018,IL,3,F,14331
2018,IL,3,T,0
2018,IL,4,F,14425
2018,IL,4,T,0
2018,IN,1,F,5792
2018,IN,1,T,0
2018,IN,2,F,5964
2018,IN,2,T,0
2018,IN,3,F,5813
2018,IN,3,T,0
2018,IN,4,F,5738
2018,IN,4,T,0
2018,KS,1,F,875
2018,KS,1,T,0
2018,KS,2,F,829
2018,KS,2,T,0
2018,KS,3,F,828
2018,KS,3,T,0
2018,KS,4,F,865
2018,KS,4,T,0
2018,KY,1,F,11615
2018,KY,1,T,0
2018,KY,2,F,11665
2018,KY,2,T,0
2018,KY,3,F,11877
2018,KY,3,T,0
2018,KY,4,F,11983
2018,KY,4,T,0
2018,LA,1,F,8198
2018,LA,1,T,0
2018,LA,2,F,8779
2018,LA,2,T,0
2018,LA,3,F,9046
2018,LA,3,T,0
2018,LA,4,F,9041
2018,LA,4,T,0
2018,MA,1,F,6405
2018,MA,1,T,0
2018,MA,2,F,7299
2018,MA,2,T,0
2018,MA,3,F,6730
2018,MA,3,T,0
2018,MA,4,F,7477
2018,MA,4,T,0
2018,MD,1,F,5317
2018,MD,1,T,0
2018,MD,2,F,5328
2018,MD,2,T,0
2018,MD,3,F,5351
2018,MD,3,T,0
2018,MD,4,F,5331
2018,MD,4,T,0
2018,ME,1,F,305
2018,ME,1,T,0
2018,ME,2,F,304
2018,ME,2,T,0
2018,ME,3,F,273
2018,ME,3,T,0
2018,ME,4,F,297
2018,ME,4,T,0
2018,MI,1,F,13713
2018,MI,1,T,0
2018,MI,2,F,13996
2018,MI,2,T,0
2018,MI,3,F,14006
2018,MI,3,T,0
2018,MI,4,F,13797
2018,MI,4,T,0
2018,MN,1,F,5939
2018,MN,1,T,0
2018,MN,2,F,6142
2018,MN,2,T,0
2018,MN,3,F,5756
2018,MN,3,T,0
2018,MN,4,F,5759
2018,MN,4,T,0
2018,MO,1,F,3823
2018,MO,1,T,0
2018,MO,2,F,3857
2018,MO,2,T,0
2018,MO,3,F,3823
2018,MO,3,T,0
2018,MO,4,F,3849
2018,MO,4,T,0
2018,MS,1,F,1712
2018,MS,1,T,0
2018,MS,2,F,1759
2018,MS,2,T,0
2018,MS,3,F,1760
2018,MS,3,T,0
2018,MS,4,F,1863
2018,MS,4,T,0
2018,MT,1,F,1305
2018,MT,1,T,0
2018,MT,2,F,1465
2018,MT,2,T,0
2018,MT,3,F,1225
2018,MT,3,T,0
2018,MT,4,F,1486
2018,MT,4,T,0
2018,NC,1,F,5467
2018,NC,1,T,0
2018,NC,2,F,4503
2018,NC,2,T,0
2018,NC,3,F,5245
2018,NC,3,T,0
2018,NC,4,F,4506
2018,NC,4,T,0
2018,ND,1,F,252
2018,ND,1,T,0
2018,ND,2,F,245
2018,ND,2,T,0
2018,ND,3,F,226
2018,ND,3,T,0
2018,ND,4,F,185
2018,ND,4,T,0
2018,NE,1,F,859
2018,NE,1,T,0
2018,NE,2,F,962
2018,NE,2,T,0
2018,NE,3,F,767
2018,NE,3,T,0
2018,NE,4,F,806
2018,NE,4,T,0
2018,NH,1,F,207
2018,NH,1,T,0
2018,NH,2,F,254
2018,NH,2,T,0
2018,NH,3,F,187
2018,NH,3,T,0
2018,NH,4,F,248
2018,NH,4,T,0
2018,NJ,1,F,6679
2018,NJ,1,T,0
2018,NJ,2,F,6641
2018,NJ,2,T,0
2018,NJ,3,F,6629
2018,NJ,3,T,0
2018,NJ,4,F,6422
2018,NJ,4,T,0
2018,NM,1,F,2608
2018,NM,1,T,0
2018,NM,2,F,2082
2018,NM,2,T,0
2018,NM,3,F,2500
2018,NM,3,T,0
2018,NM,4,F,2083
2018,NM,4,T,0
2018,NV,1,F,3658
2018,NV,1,T,0
2018,NV,2,F,3733
2018,NV,2,T,0
2018,NV,3,F,3589
2018,NV,3,T,0
2018,NV,4,F,3585
2018,NV,4,T,0
2018,NY,1,F,27648
2018,NY,1,T,0
2018,NY,2,F,28190
2018,NY,2,T,0
2018,NY,3,F,27749
2018,NY,3,T,0
2018,NY,4,F,25579
2018,NY,4,T,0
2018,OH,1,F,19207
2018,OH,1,T,0
2018,OH,2,F,21011
2018,OH,2,T,0
2018,OH,3,F,19707
2018,OH,3,T,0
2018,OH,4,F,19587
2018,OH,4,T,0
2018,OK,1,F,1129
2018,OK,1,T,0
2018,OK,2,F,1117
2018,OK,2,T,0
2018,OK,3,F,1139
2018,OK,3,T,0
2018,OK,4,F,1180
2018,OK,4,T,0
2018,OR,1,F,4833
2018,OR,1,T,0
2018,OR,2,F,4926
2018,OR,2,T,0
2018,OR,3,F,4892
2018,OR,3,T,0
2018,OR,4,F,4848
2018,OR,4,T,0
2018,PA,1,F,12306
2018,PA,1,T,0
2018,PA,2,F,12820
2018,PA,2,T,0
2018,PA,3,F,12664
2018,PA,3,T,0
2018,PA,4,F,12426
2018,PA,4,T,0
2018,RI,1,F,1405
2018,RI,1,T,0
2018,RI,2,F,1404
2018,RI,2,T,0
2018,RI,3,F,1413
2018,RI,3,T,0
2018,RI,4,F,1332
2018,RI,4,T,0
2018,SC,1,F,2187
2018,SC,1,T,0
2018,SC,2,F,2120
2018,SC,2,T,0
2018,SC,3,F,2010
2018,SC,3,T,0
2018,SC,4,F,2093
2018,SC,4,T,0
2018,SD,1,F,102
2018,SD,1,T,0
2018,SD,2,F,112
